,RMSE,Ensemble,Split,Name
46,0.8762802866722466,inv_std_weights,Test,Best in Test
47,0.8747231115691044,inv_std_weights,Test,Best in Test
48,0.8796087792419954,inv_std_weights,Test,Best in Test
49,0.8749292014170769,inv_std_weights,Test,Best in Test
0,0.9033854232913092,inv_var_weights,Test,Best in Test
1,0.8852313749281938,inv_var_weights,Test,Best in Test
2,0.8738639606032762,inv_var_weights,Test,Best in Test
3,0.8784339276716621,inv_var_weights,Test,Best in Test
4,0.8982979640481424,inv_var_weights,Test,Best in Test
5,0.8917828189444553,inv_var_weights,Test,Best in Test
6,0.8853046301183756,inv_var_weights,Test,Best in Test
7,0.872591709928438,inv_var_weights,Test,Best in Test
8,0.8927440594929469,inv_var_weights,Test,Best in Test
9,0.8892386569127895,inv_var_weights,Test,Best in Test
10,0.8903388675195726,inv_var_weights,Test,Best in Test
11,0.8753037790985327,inv_var_weights,Test,Best in Test
12,0.8670058063776982,inv_var_weights,Test,Best in Test
13,0.8845965307922213,inv_var_weights,Test,Best in Test
14,0.8731001787919752,inv_var_weights,Test,Best in Test
15,0.8853875175338418,inv_var_weights,Test,Best in Test
16,0.8942652150605306,inv_var_weights,Test,Best in Test
17,0.8734859429960605,inv_var_weights,Test,Best in Test
18,0.8807942388245092,inv_var_weights,Test,Best in Test
19,0.8741085286251904,inv_var_weights,Test,Best in Test
20,0.8934171348165342,inv_var_weights,Test,Best in Test
21,0.8815399425159698,inv_var_weights,Test,Best in Test
22,0.8848648656764151,inv_var_weights,Test,Best in Test
23,0.8770802073887465,inv_var_weights,Test,Best in Test
24,0.8789489377887152,inv_var_weights,Test,Best in Test
25,0.8806460731026864,inv_var_weights,Test,Best in Test
26,0.8815424167856785,inv_var_weights,Test,Best in Test
27,0.8691425481954942,inv_var_weights,Test,Best in Test
28,0.8794043127352678,inv_var_weights,Test,Best in Test
29,0.8794685666538515,inv_var_weights,Test,Best in Test
30,0.8837683048093927,inv_var_weights,Test,Best in Test
31,0.8780569415898007,inv_var_weights,Test,Best in Test
32,0.863911961833599,inv_var_weights,Test,Best in Test
33,0.8859886938086255,inv_var_weights,Test,Best in Test
34,0.8894368272679596,inv_var_weights,Test,Best in Test
35,0.889227763275828,inv_var_weights,Test,Best in Test
36,0.8727844468032564,inv_var_weights,Test,Best in Test
37,0.8855603250390736,inv_var_weights,Test,Best in Test
38,0.9095810024194508,inv_var_weights,Test,Best in Test
39,0.8992402742057688,inv_var_weights,Test,Best in Test
40,0.8889721905184217,inv_var_weights,Test,Best in Test
41,0.8933647932059654,inv_var_weights,Test,Best in Test
42,0.880018280417637,inv_var_weights,Test,Best in Test
43,0.881844409551459,inv_var_weights,Test,Best in Test
44,0.8790897854347854,inv_var_weights,Test,Best in Test
45,0.8794854895604457,inv_var_weights,Test,Best in Test
46,0.8809944979564456,inv_var_weights,Test,Best in Test
47,0.8797162413807685,inv_var_weights,Test,Best in Test
48,0.8871758253433124,inv_var_weights,Test,Best in Test
49,0.8784724685486365,inv_var_weights,Test,Best in Test
0,0.8588788415102352,inv_rmse_weights,Test,Best in Test
1,0.8888405072706321,inv_rmse_weights,Test,Best in Test
2,0.8749732954974274,inv_rmse_weights,Test,Best in Test
3,0.8670717264809621,inv_rmse_weights,Test,Best in Test
4,0.8580900237169485,inv_rmse_weights,Test,Best in Test
5,0.8832033572069342,inv_rmse_weights,Test,Best in Test
6,0.8804400196936035,inv_rmse_weights,Test,Best in Test
7,0.892394383603889,inv_rmse_weights,Test,Best in Test
8,0.8821295625590041,inv_rmse_weights,Test,Best in Test
9,0.8606856873067923,inv_rmse_weights,Test,Best in Test
10,0.8547576934317703,inv_rmse_weights,Test,Best in Test
11,0.9026132709769894,inv_rmse_weights,Test,Best in Test
12,0.8640708127656435,inv_rmse_weights,Test,Best in Test
13,0.88488782141837,inv_rmse_weights,Test,Best in Test
14,0.8768816733740582,inv_rmse_weights,Test,Best in Test
15,0.8679238297404762,inv_rmse_weights,Test,Best in Test
16,0.8677555978725499,inv_rmse_weights,Test,Best in Test
17,0.8950134231713411,inv_rmse_weights,Test,Best in Test
18,0.8818246500927488,inv_rmse_weights,Test,Best in Test
19,0.8639088753772268,inv_rmse_weights,Test,Best in Test
20,0.8828473836367655,inv_rmse_weights,Test,Best in Test
21,0.8762154602304699,inv_rmse_weights,Test,Best in Test
22,0.8727044771224076,inv_rmse_weights,Test,Best in Test
23,0.8682432875751374,inv_rmse_weights,Test,Best in Test
24,0.8794826787105046,inv_rmse_weights,Test,Best in Test
25,0.886198947080731,inv_rmse_weights,Test,Best in Test
26,0.8741200203194004,inv_rmse_weights,Test,Best in Test
27,0.8718911304908393,inv_rmse_weights,Test,Best in Test
28,0.876571824152298,inv_rmse_weights,Test,Best in Test
29,0.8916265066304043,inv_rmse_weights,Test,Best in Test
30,0.8818733625743013,inv_rmse_weights,Test,Best in Test
31,0.8685952655995415,inv_rmse_weights,Test,Best in Test
32,0.8884892911573147,inv_rmse_weights,Test,Best in Test
33,0.8691961166105463,inv_rmse_weights,Test,Best in Test
34,0.8732650700475001,inv_rmse_weights,Test,Best in Test
